Date,S&P_500,returns
2015-01-05,2020.58,-0.018278107083859685
2015-01-06,2002.61,-0.008893486028764053
2015-01-07,2025.9,0.011629823080879564
2015-01-08,2062.14,0.017888345920331616
2015-01-09,2044.81,-0.008403891103416772
2015-01-12,2028.26,-0.008093661513783657
2015-01-13,2023.03,-0.0025785648782700177
2015-01-14,2011.27,-0.005813062584341333
2015-01-15,1992.67,-0.00924788815027322
2015-01-16,2019.42,0.013424199691870697
2015-01-20,2022.55,0.0015499499856392873
2015-01-21,2032.12,0.004731650639044682
2015-01-22,2063.15,0.01526976753341347
2015-01-23,2051.82,-0.005491602646438665
2015-01-26,2057.09,0.002568451423614171
2015-01-27,2029.55,-0.0133878439932138
2015-01-28,2002.16,-0.013495602473454604
2015-01-29,2021.25,0.009534702521277083
2015-01-30,1994.99,-0.012991960420531856
2015-02-02,2020.85,0.0129624709898295
2015-02-03,2050.03,0.01443946854046585
2015-02-04,2041.51,-0.004156036740925795
2015-02-05,2062.52,0.010291401952476242
2015-02-06,2055.47,-0.0034181486724977894
2015-02-09,2046.74,-0.004247203802536514
2015-02-10,2068.59,0.010675513255225422
2015-02-11,2068.53,-2.9005264455483903e-05
2015-02-12,2088.48,0.009644530173601451
2015-02-13,2096.99,0.004074733777675421
2015-02-17,2100.34,0.0015975278852071728
2015-02-18,2099.68,-0.00031423483816916953
2015-02-19,2097.45,-0.0010620666006249113
2015-02-20,2110.3,0.0061264869245991616
2015-02-23,2109.66,-0.0003032744159600087
2015-02-24,2115.48,0.002758738374904146
2015-02-25,2113.86,-0.0007657836519371353
2015-02-26,2110.74,-0.0014759728648067183
2015-02-27,2104.5,-0.002956309161715742
2015-03-02,2117.39,0.0061249703017343116
2015-03-03,2107.78,-0.004538606491954589
2015-03-04,2098.53,-0.0043885035440131
2015-03-05,2101.04,0.0011960753479816066
2015-03-06,2071.26,-0.014173932909416154
2015-03-09,2079.43,0.003944458928381467
2015-03-10,2044.16,-0.016961378839393415
2015-03-11,2040.24,-0.0019176581089542788
2015-03-12,2065.95,0.012601458651923192
2015-03-13,2053.4,-0.006074687189912553
2015-03-16,2081.19,0.01353365150482122
2015-03-17,2074.28,-0.003320215838054086
2015-03-18,2099.5,0.012158435698169878
2015-03-19,2089.27,-0.004872588711598014
2015-03-20,2108.1,0.009012717360609157
2015-03-23,2104.42,-0.0017456477396706749
2015-03-24,2091.5,-0.006139458853270718
2015-03-25,2061.05,-0.014558928998326448
2015-03-26,2056.15,-0.0023774289803740745
2015-03-27,2061.02,0.002368504243367431
2015-03-30,2086.24,0.012236659518102488
2015-03-31,2067.89,-0.008795728200015285
2015-04-01,2059.69,-0.003965394677666545
2015-04-02,2066.96,0.0035296573756244953
2015-04-06,2080.62,0.006608739404729613
2015-04-07,2076.33,-0.0020618853995443276
2015-04-08,2081.9,0.0026826178882932705
2015-04-09,2091.18,0.004457466737115112
2015-04-10,2102.06,0.005202804158417784
2015-04-13,2092.43,-0.004581220326727142
2015-04-14,2095.84,0.0016296841471401535
2015-04-15,2106.63,0.005148293762882616
2015-04-16,2104.99,-0.0007784945624055295
2015-04-17,2081.18,-0.01131121763048748
2015-04-20,2100.4,0.009235145446333526
2015-04-21,2097.29,-0.0014806703485050754
2015-04-22,2107.96,0.00508751770141469
2015-04-23,2112.93,0.002357729748192483
2015-04-24,2117.69,0.00225279588060201
2015-04-27,2108.92,-0.004141304912428145
2015-04-28,2114.76,0.0027691899171140566
2015-04-29,2106.85,-0.003740377158637509
2015-04-30,2085.51,-0.010128865367728945
2015-05-01,2108.29,0.010922987662490113
2015-05-04,2114.49,0.0029407719051932624
2015-05-05,2089.46,-0.011837369767650707
2015-05-06,2080.15,-0.0044556966871822645
2015-05-07,2088.0,0.0037737663149290945
2015-05-08,2116.1,0.01345785440613012
2015-05-11,2105.33,-0.005089551533481451
2015-05-12,2099.12,-0.002949656348410934
2015-05-13,2098.48,-0.00030488966805131135
2015-05-14,2121.1,0.010779230681254859
2015-05-15,2122.73,0.0007684691905143204
2015-05-18,2129.2,0.003047961822747025
2015-05-19,2127.83,-0.0006434341536727395
2015-05-20,2125.85,-0.0009305254649102368
2015-05-21,2130.82,0.002337888374062347
2015-05-22,2126.06,-0.0022338817919862475
2015-05-26,2104.2,-0.01028192995494015
2015-05-27,2123.48,0.00916262712669913
2015-05-28,2120.79,-0.0012667884792887385
2015-05-29,2107.39,-0.006318400218786491
2015-06-01,2111.73,0.0020594194714789182
2015-06-02,2109.6,-0.0010086516742198182
2015-06-03,2114.07,0.0021188850967008843
2015-06-04,2095.84,-0.008623177094419732
2015-06-05,2092.83,-0.0014361783342240475
2015-06-08,2079.28,-0.00647448669982742
2015-06-09,2080.15,0.00041841406640763523
2015-06-10,2105.2,0.012042400788404573
2015-06-11,2108.86,0.001738552156564932
2015-06-12,2094.11,-0.006994300238043261
2015-06-15,2084.43,-0.004622488789987278
2015-06-16,2096.29,0.005689804886707783
2015-06-17,2100.44,0.001979687924857698
2015-06-18,2121.24,0.009902687056045245
2015-06-19,2109.99,-0.005303501725405946
2015-06-22,2122.85,0.006094815615239835
2015-06-23,2124.2,0.0006359375368019116
2015-06-24,2108.58,-0.0073533565577629245
2015-06-25,2102.31,-0.002973565148109092
2015-06-26,2101.49,-0.0003900471386237836
2015-06-29,2057.64,-0.020866147352592623
2015-06-30,2063.11,0.0026583853346553443
2015-07-01,2077.42,0.0069361304050681305
2015-07-02,2076.78,-0.0003080744384861278
2015-07-06,2068.76,-0.003861747512976854
2015-07-07,2081.34,0.006080937373112327
2015-07-08,2046.68,-0.016652733335255188
2015-07-09,2051.31,0.002262200246252455
2015-07-10,2076.62,0.012338456888524973
2015-07-13,2099.6,0.011066059269389639
2015-07-14,2108.95,0.004453229186511587
2015-07-15,2107.4,-0.0007349628962278754
2015-07-16,2124.29,0.008014615165606864
2015-07-17,2126.64,0.0011062519712468077
2015-07-20,2128.28,0.0007711695444458933
2015-07-21,2119.21,-0.0042616573007311365
2015-07-22,2114.15,-0.002387682202330099
2015-07-23,2102.15,-0.005676040016082129
2015-07-24,2079.65,-0.010703327545608099
2015-07-27,2067.64,-0.0057750102180655905
2015-07-28,2093.25,0.012386102029366963
2015-07-29,2108.57,0.007318762689597635
2015-07-30,2108.63,2.845530383144279e-05
2015-07-31,2103.84,-0.0022716171163267296
2015-08-03,2098.04,-0.002756863639820639
2015-08-04,2093.32,-0.0022497187851517886
2015-08-05,2099.84,0.003114669520188018
2015-08-06,2083.56,-0.007752971654983343
2015-08-07,2077.57,-0.0028748872122712488
2015-08-10,2104.18,0.012808232694927035
2015-08-11,2084.07,-0.009557167162504987
2015-08-12,2086.05,0.0009500640573494312
2015-08-13,2083.39,-0.0012751372210638712
2015-08-14,2091.54,0.0039118935964941315
2015-08-17,2102.44,0.005211470973541132
2015-08-18,2096.92,-0.0026255208234241545
2015-08-19,2079.61,-0.008254964424012301
2015-08-20,2035.73,-0.021100110116800797
2015-08-21,1970.89,-0.031850982202944356
2015-08-24,1893.21,-0.03941366590728046
2015-08-25,1867.61,-0.013522007595565322
2015-08-26,1940.51,0.03903384539598753
2015-08-27,1987.66,0.024297736162143035
2015-08-28,1988.87,0.0006087560246721413
2015-08-31,1972.18,-0.008391699809439435
2015-09-01,1913.85,-0.029576407832956453
2015-09-02,1948.86,0.018292969668469272
2015-09-03,1951.13,0.0011647835144650287
2015-09-04,1921.22,-0.015329578244401953
2015-09-08,1969.41,0.025083020164270664
2015-09-09,1942.04,-0.013897563229596788
2015-09-10,1952.29,0.005277955139955992
2015-09-11,1961.05,0.0044870382986135215
2015-09-14,1953.03,-0.0040896458529868784
2015-09-15,1978.09,0.012831344116577714
2015-09-16,1995.31,0.008705367298757816
2015-09-17,1990.2,-0.0025610055580335134
2015-09-18,1958.03,-0.016164204602552523
2015-09-21,1966.97,0.004565813598361723
2015-09-22,1942.74,-0.01231843902042229
2015-09-23,1938.76,-0.002048652933485662
2015-09-24,1932.24,-0.0033629742722152134
2015-09-25,1931.34,-0.0004657806483666649
2015-09-28,1881.77,-0.02566611782492978
2015-09-29,1884.09,0.0012328818080848958
2015-09-30,1920.03,0.0190755218699743
2015-10-01,1923.82,0.001973927490716232
2015-10-02,1951.36,0.014315268580220586
2015-10-05,1987.05,0.01828980813381431
2015-10-06,1979.92,-0.0035882338139452408
2015-10-07,1995.83,0.008035678209220576
2015-10-08,2013.43,0.008818386335509576
2015-10-09,2014.89,0.0007251307470337309
2015-10-12,2017.46,0.0012755038736604885
2015-10-13,2003.69,-0.006825414134604912
2015-10-14,1994.24,-0.004716298429397803
2015-10-15,2023.86,0.01485277599486512
2015-10-16,2033.11,0.004570474242289402
2015-10-19,2033.66,0.00027052151629769483
2015-10-20,2030.77,-0.001421083170244808
2015-10-21,2018.94,-0.005825376581296671
2015-10-22,2052.51,0.016627537222502875
2015-10-23,2075.15,0.011030396928638497
2015-10-26,2071.18,-0.0019131147145990957
2015-10-27,2065.89,-0.0025540995953997614
2015-10-28,2090.35,0.011839933394323987
2015-10-29,2089.41,-0.00044968545937285054
2015-10-30,2079.36,-0.0048099702786910115
2015-11-02,2104.05,0.011873845798707316
2015-11-03,2109.79,0.002728072051519481
